nonseq_dim,mech_param,pearson_r
z_nonseq_5,z_init_1,0.6629357966171723
z_nonseq_5,z_init_2,0.2100392323938056
z_nonseq_5,z_init_3,-0.9261956095341459
z_nonseq_6,tau_m,-0.9582275869868007
z_nonseq_6,Gb,0.3332420252391302
z_nonseq_6,sg,-0.9304815323002832
z_nonseq_6,si,-0.834553030532609
z_nonseq_6,p2,-0.6804686848014997
z_nonseq_6,mi,-0.3608988898466733
z_nonseq_6,z_init_0,0.06308345215369623
z_nonseq_6,z_init_1,-0.8943098656825363
z_nonseq_6,z_init_2,0.29962717938697303
z_nonseq_6,z_init_3,0.4957203694670222
z_nonseq_7,tau_m,-0.7491295884800898
z_nonseq_7,Gb,0.9329207035744643
z_nonseq_7,sg,-0.3169435640259273
z_nonseq_7,si,-0.8079919247007762
z_nonseq_7,p2,0.044356402336013366
z_nonseq_7,mi,-0.9226425515394311
z_nonseq_7,z_init_0,0.7074870900438216
z_nonseq_7,z_init_1,-0.5050633147838051
z_nonseq_7,z_init_2,0.5192088994913394
z_nonseq_7,z_init_3,-0.41101812046135905
z_nonseq_8,tau_m,-0.977346620942289
z_nonseq_8,Gb,0.3833120110976984
z_nonseq_8,sg,-0.9057068626297313
z_nonseq_8,si,-0.827581256478998
z_nonseq_8,p2,-0.7068958740568045
z_nonseq_8,mi,-0.39512383549153435
z_nonseq_8,z_init_0,0.03996885009139547
z_nonseq_8,z_init_1,-0.895707721127109
z_nonseq_8,z_init_2,0.2298377520218604
z_nonseq_8,z_init_3,0.4362929003361648
z_nonseq_9,tau_m,-0.8693331892725326
z_nonseq_9,Gb,0.7937136895063304
z_nonseq_9,sg,-0.554109140829938
z_nonseq_9,si,-0.7657270156679196
z_nonseq_9,p2,-0.2770657681332345
z_nonseq_9,mi,-0.7507796525911196
z_nonseq_9,z_init_0,0.3520436018053995
z_nonseq_9,z_init_1,-0.5423964797748668
z_nonseq_9,z_init_2,0.4726848178510494
z_nonseq_9,z_init_3,-0.10928612332597364
z_nonseq_10,tau_m,-0.3631724800171231
z_nonseq_10,Gb,0.8205070823108006
z_nonseq_10,sg,0.10707441578785996
z_nonseq_10,si,-0.6531954389683562
z_nonseq_10,p2,0.44978036054611803
z_nonseq_10,mi,-0.8775175309236343
z_nonseq_10,z_init_0,0.9439875964768545
z_nonseq_10,z_init_1,-0.3155518298534797
z_nonseq_10,z_init_2,0.39269326262618703
z_nonseq_10,z_init_3,-0.6310317344292551
z_nonseq_11,tau_m,0.8559575323090157
z_nonseq_11,Gb,-0.6139300379276902
z_nonseq_11,sg,0.666658619980442
z_nonseq_11,si,0.6528082973855388
z_nonseq_11,p2,0.4615313581975983
z_nonseq_11,mi,0.5597080601299232
z_nonseq_11,z_init_0,-0.0721581738987267
z_nonseq_11,z_init_1,0.5237318401065043
z_nonseq_11,z_init_2,-0.3421593822844938
z_nonseq_11,z_init_3,-0.07646565510184522
z_nonseq_12,tau_m,0.5186492152008442
z_nonseq_12,Gb,-0.8809648726276728
z_nonseq_12,sg,0.1333010312449042
z_nonseq_12,si,0.48761474066751065
z_nonseq_12,p2,-0.14766211969929055
z_nonseq_12,mi,0.8157918464124452
z_nonseq_12,z_init_0,-0.47996791216604695
z_nonseq_12,z_init_1,0.11472949518165892
z_nonseq_12,z_init_2,-0.47072125078558824
z_nonseq_12,z_init_3,0.5354330511407213
z_nonseq_13,tau_m,-0.3673429790755086
z_nonseq_13,Gb,0.8669825271968029
z_nonseq_13,sg,0.052124343115500925
z_nonseq_13,si,-0.6727948967443322
z_nonseq_13,p2,0.41985062857855654
z_nonseq_13,mi,-0.9191218088848337
z_nonseq_13,z_init_0,0.8849318219769307
z_nonseq_13,z_init_1,-0.3182561630702883
z_nonseq_13,z_init_2,0.29553399023422783
z_nonseq_13,z_init_3,-0.6790924507593845
z_nonseq_14,tau_m,-0.8661970396062382
z_nonseq_14,Gb,0.8759176899675218
z_nonseq_14,sg,-0.49111299608758363
z_nonseq_14,si,-0.8896528950790223
z_nonseq_14,p2,-0.1808916995406436
z_nonseq_14,mi,-0.8740787690839328
z_nonseq_14,z_init_0,0.5407597433887048
z_nonseq_14,z_init_1,-0.6730448816576061
z_nonseq_14,z_init_2,0.35779483574668763
z_nonseq_14,z_init_3,-0.23982742324259582
z_nonseq_15,tau_m,-0.9652972879727563
z_nonseq_15,Gb,0.694289069844724
z_nonseq_15,sg,-0.7079042118970678
z_nonseq_15,si,-0.8474690672127372
z_nonseq_15,p2,-0.44778459840694484
z_nonseq_15,mi,-0.6741919602345916
z_nonseq_15,z_init_0,0.28297320870191583
z_nonseq_15,z_init_1,-0.7314304747309651
z_nonseq_15,z_init_2,0.3890928310894295
z_nonseq_15,z_init_3,0.0699918799811171
